transaction_id,transaction_amount,transaction_type,transaction_location,account_age_days,card_present,previous_fraudulent_transactions,is_fraud,transaction_date
432,7615.34,Bank Transfer,Los Angeles,3004,0,0,0,2023-06-26
433,6182.56,ATM,New York,3281,1,2,0,2023-11-15
434,1012.13,Online,Chicago,3169,0,3,0,2023-07-22
435,841.98,Bank Transfer,Phoenix,2122,1,0,0,2023-10-10
436,7009.99,ATM,Los Angeles,1215,1,3,0,2023-11-11
437,728.56,ATM,Houston,1706,1,3,0,2023-02-14
438,8218.78,Bank Transfer,Los Angeles,1843,1,0,0,2023-10-08
439,7062.72,POS,Phoenix,1984,0,0,0,2023-10-21
440,814.41,Bank Transfer,Phoenix,56,0,3,0,2023-02-19
441,849.29,POS,Los Angeles,720,0,1,0,2023-02-18
442,9866.41,Online,Houston,2601,0,4,0,2023-04-19
443,3743.33,Online,Los Angeles,2080,1,4,1,2023-06-26
444,3707.05,Bank Transfer,Phoenix,3599,1,1,0,2023-01-10
445,8128.18,Bank Transfer,Phoenix,574,1,0,0,2023-04-15
446,9472.54,Online,Chicago,667,0,3,0,2023-08-10
447,9860.02,POS,Chicago,284,1,4,0,2023-11-23
448,7534.03,Online,New York,1745,0,3,0,2023-06-12
449,3763.22,Bank Transfer,Phoenix,3566,1,1,0,2023-02-15
450,835.92,Online,Chicago,2235,1,3,0,2023-02-24
451,7771.69,Bank Transfer,Los Angeles,498,1,1,0,2023-03-16
452,5584.48,Bank Transfer,Houston,1466,1,0,0,2023-11-08
453,4242.8,Online,Los Angeles,130,1,1,0,2023-08-11
454,9063.64,POS,Houston,639,0,1,0,2023-03-07
455,1112.86,ATM,Chicago,3364,1,4,0,2023-03-20
456,4926.76,Online,New York,2162,0,3,0,2023-06-14
457,114.53,ATM,Los Angeles,3271,0,4,0,2023-10-30
458,4687.14,Online,Los Angeles,2061,0,2,0,2023-09-06
459,563.98,ATM,Los Angeles,3343,0,1,0,2023-08-14
460,1189.06,POS,Houston,3287,0,2,0,2023-08-12
461,1176.14,POS,Chicago,2492,0,4,0,2023-04-03
462,6492.45,Online,Los Angeles,3584,0,3,0,2023-12-17
463,7460.7,Bank Transfer,Los Angeles,2495,0,4,0,2023-10-25
464,5834.1,ATM,New York,986,1,3,0,2023-01-15
465,9621.76,Bank Transfer,New York,993,1,3,1,2023-11-20
466,3749.33,Bank Transfer,Chicago,2763,0,0,0,2023-10-27
467,2857.84,Bank Transfer,Chicago,2122,0,1,0,2023-08-01
468,8686.12,POS,Phoenix,2585,0,4,0,2023-09-10
469,2236.73,Online,New York,101,1,3,0,2023-04-02
470,9632.26,Online,Phoenix,2224,1,4,0,2023-08-30
471,122.53,POS,Houston,427,0,4,0,2023-04-18
472,9698.82,POS,Phoenix,3189,0,3,0,2023-02-25
473,432.56,Online,Los Angeles,3238,1,2,0,2023-03-29
474,8911.54,Bank Transfer,Phoenix,41,1,1,0,2023-05-06
475,5277.48,ATM,Chicago,429,0,1,0,2023-03-11
476,9929.65,ATM,Houston,344,0,0,0,2023-08-11
477,738.89,ATM,Los Angeles,3496,0,0,0,2023-09-02
478,5538.99,Bank Transfer,Phoenix,366,0,0,0,2023-11-07
479,9693.06,Online,Houston,3192,1,1,0,2023-04-30
480,5231.46,POS,Houston,609,1,2,0,2023-04-14
481,6294.36,Online,Los Angeles,2705,0,1,0,2023-11-22
482,6957.79,Bank Transfer,Phoenix,728,0,1,0,2023-01-18
483,4545.96,POS,Houston,2277,0,1,0,2023-03-01
484,6275.95,Bank Transfer,Houston,825,1,1,0,2023-10-21
485,5843.56,ATM,New York,3202,0,2,0,2023-09-14
486,9011.68,ATM,Houston,1376,0,0,0,2023-01-01
487,455.42,Bank Transfer,New York,889,0,4,0,2023-07-14
488,2810.35,POS,Phoenix,2044,1,0,0,2023-09-24
489,9504.16,POS,Phoenix,1342,0,0,0,2023-12-02
490,8902.75,Online,Phoenix,3032,1,4,0,2023-07-12
491,4557.11,ATM,Chicago,2884,0,1,0,2023-05-29
492,6201.71,Online,Phoenix,3409,0,2,1,2023-02-01
493,2774.53,Online,Houston,1297,0,2,0,2023-09-11
494,1882.02,Bank Transfer,Los Angeles,117,1,0,0,2023-10-21
495,4637.52,Bank Transfer,New York,2866,0,4,0,2023-10-22
496,3534.17,Online,Chicago,2416,0,3,0,2023-04-03
497,5836.98,ATM,Phoenix,1118,1,1,0,2023-09-01
498,778.27,Bank Transfer,Phoenix,168,1,0,0,2023-03-23
499,9743.97,Online,Los Angeles,3002,1,2,0,2023-11-17
500,9862.12,Online,Los Angeles,1739,0,4,0,2023-06-13
501,6981.92,Online,Chicago,1365,1,4,0,2023-06-02
502,5361.43,Online,New York,2709,0,0,0,2023-12-22
503,3095.97,Online,Phoenix,695,1,3,0,2023-02-02
504,8138.14,Online,Chicago,925,1,2,0,2023-01-28
505,6847.63,Bank Transfer,Houston,152,1,0,0,2023-08-30
506,1627.01,ATM,Houston,586,0,3,0,2023-11-17
507,9109.36,Online,Chicago,913,0,4,0,2023-05-10
508,8225.55,POS,Phoenix,2322,0,1,0,2023-09-08
509,9498.05,Bank Transfer,Chicago,1578,0,2,0,2023-12-06
510,7257.47,Bank Transfer,Phoenix,496,0,2,1,2023-06-26
511,6134.54,Online,Los Angeles,2149,0,3,0,2023-06-06
512,4183.01,Bank Transfer,Chicago,557,0,0,0,2023-11-15
513,9327.35,Online,Phoenix,1106,0,4,0,2023-01-07
514,8660.77,ATM,Chicago,1553,0,3,0,2023-02-15
515,453.14,ATM,Chicago,2121,1,1,0,2023-10-17
516,264.64,Bank Transfer,Phoenix,3086,1,1,0,2023-06-13
517,3765.26,Bank Transfer,Phoenix,3505,0,1,0,2023-10-16
518,8105.72,POS,New York,157,0,3,0,2023-05-06
519,9872.77,Bank Transfer,Chicago,735,0,4,0,2023-02-18
520,1505.02,POS,Houston,2180,0,2,0,2023-10-01
521,5941.71,ATM,Chicago,3410,1,0,0,2023-04-19
522,3809.53,ATM,Chicago,3067,1,2,0,2023-01-15
523,9699.17,Online,Phoenix,1428,0,4,0,2023-12-05
524,8421.35,ATM,Chicago,3448,1,2,0,2023-06-06
525,8383.45,POS,Chicago,559,1,3,0,2023-04-04
526,4687.46,Bank Transfer,Houston,2155,0,1,0,2023-06-06
527,4148.78,Online,Phoenix,2313,0,4,0,2023-09-15
528,2734.8,POS,Chicago,3277,0,4,0,2023-04-27
529,564.7,Bank Transfer,Los Angeles,3151,0,2,0,2023-06-09
530,8647.36,Online,New York,155,1,3,0,2023-08-22
531,8129.2,ATM,Houston,3036,0,2,0,2023-01-31
532,9997.18,POS,Chicago,997,1,2,0,2023-07-06
533,9966.37,Bank Transfer,Los Angeles,2295,0,4,0,2023-10-04
534,5554.76,Online,Chicago,531,1,2,0,2023-07-13
535,7690.11,Online,Chicago,2906,0,1,0,2023-08-29
536,9447.71,ATM,Phoenix,1972,0,2,0,2023-10-06
537,8496.62,Bank Transfer,Phoenix,2586,1,1,0,2023-05-03
538,2474.23,ATM,Phoenix,729,1,4,0,2023-08-21
539,4505.99,ATM,Los Angeles,1178,1,3,0,2023-06-17
540,1292.46,Bank Transfer,Chicago,154,0,1,0,2023-11-02
541,9540.56,Bank Transfer,New York,92,1,3,0,2023-03-11
542,6062.14,Bank Transfer,Houston,3505,1,3,0,2023-06-22
543,2287.2,POS,Phoenix,2386,1,1,0,2023-11-07
544,6717.34,Bank Transfer,Phoenix,1504,1,4,0,2023-07-25
545,6181.66,Online,Chicago,1717,1,0,0,2023-11-22
546,3582.27,ATM,Chicago,3203,1,3,0,2023-08-08
547,1136.46,POS,Los Angeles,2498,1,3,0,2023-10-22
548,6716.06,Bank Transfer,Los Angeles,2017,1,4,0,2023-01-27
549,5203.56,POS,Phoenix,2858,1,4,0,2023-12-28
550,7723.41,Bank Transfer,Chicago,787,0,2,0,2023-03-25
551,5202.11,POS,New York,273,0,4,0,2023-12-24
552,8521.96,ATM,Houston,2028,1,3,0,2023-09-08
553,5519.52,ATM,Chicago,2636,0,1,0,2023-08-07
554,5609.82,Online,Chicago,177,0,0,0,2023-09-01
555,8766.66,Online,Los Angeles,2879,1,2,0,2023-07-08
556,4035.43,Bank Transfer,Houston,643,1,1,0,2023-12-16
557,1341.02,ATM,Phoenix,1899,1,0,0,2023-02-14
558,288.8,POS,Chicago,3121,1,0,0,2023-09-13
559,7551.62,POS,Phoenix,567,1,0,0,2023-04-17
560,6203.48,POS,Chicago,666,1,1,0,2023-09-13
561,7041.09,Online,Phoenix,3427,0,2,0,2023-07-03
562,2130.43,POS,Houston,1332,1,2,0,2023-03-12
563,1364.58,Online,Los Angeles,2916,0,0,0,2023-08-23
564,146.43,Online,Houston,1799,1,1,0,2023-03-06
565,3506.53,Bank Transfer,New York,1070,1,0,0,2023-04-22
566,5899.59,POS,Los Angeles,2350,0,4,0,2023-12-08
567,3923.05,POS,Houston,2916,1,2,0,2023-07-17
568,4375.31,ATM,New York,2960,1,3,0,2023-04-12
569,9041.68,Bank Transfer,Chicago,408,0,0,0,2023-09-19
570,3483.21,ATM,Chicago,1213,1,4,0,2023-01-29
571,5140.38,Bank Transfer,Phoenix,2870,0,2,0,2023-01-09
572,7836.75,POS,Los Angeles,1854,1,1,0,2023-10-03
573,3966.03,Online,Chicago,1153,1,2,0,2023-03-27
574,6221.24,Online,Los Angeles,2609,0,1,0,2023-05-05
575,8623.77,Online,Chicago,3609,1,1,0,2024-01-01
576,9495.26,Online,Phoenix,3338,0,0,0,2023-10-08
577,1471.59,Online,Houston,1142,0,0,0,2023-03-09
578,9265.95,ATM,Phoenix,2512,0,2,0,2023-10-22
579,4921.67,Bank Transfer,New York,144,1,4,0,2023-04-11
580,2583.19,POS,Chicago,2490,1,2,0,2023-08-27
581,4591.9,ATM,New York,3272,0,3,1,2023-08-25
582,9800.35,Bank Transfer,New York,3229,1,1,0,2023-01-22
583,4926.69,Online,Los Angeles,487,1,1,0,2023-06-17
584,3288.19,Bank Transfer,Chicago,860,1,0,0,2023-07-18
585,6334.38,Bank Transfer,New York,3206,0,4,0,2023-05-04
586,2402.22,Online,Houston,1936,1,0,0,2023-01-28
587,759.56,Online,New York,148,0,3,0,2023-11-18
588,1289.67,Online,Houston,1360,1,2,0,2023-06-11
589,1281.33,POS,Los Angeles,3143,1,2,0,2023-01-13
590,1519.88,Online,New York,3305,0,4,0,2023-07-09
591,1389.13,POS,Phoenix,1358,1,0,0,2023-02-24
592,6409.11,Online,Los Angeles,2859,0,0,0,2023-03-25
593,1819.62,POS,Houston,2714,1,3,0,2023-11-14
594,3457.33,Bank Transfer,Los Angeles,90,0,2,0,2023-06-04
595,8967.99,ATM,New York,1358,1,0,0,2023-06-18
596,4740.14,Bank Transfer,Chicago,199,1,4,0,2023-05-16
597,6675.91,Bank Transfer,Chicago,3233,1,2,0,2023-06-21
598,1724.03,Online,Houston,538,0,3,1,2023-12-23
599,1923.7,POS,Houston,3193,0,4,0,2023-02-06
600,409.65,ATM,Chicago,301,0,1,0,2023-07-20
601,1690.18,Online,Houston,724,1,3,0,2023-08-14
602,2786.62,Online,Los Angeles,1599,0,4,0,2023-09-23
603,1770.93,Online,Phoenix,3011,0,0,0,2023-07-13
604,887.94,Bank Transfer,Phoenix,1460,0,1,0,2023-11-29
605,1207.24,POS,Los Angeles,68,0,3,0,2023-10-12
606,4608.33,POS,Phoenix,2507,0,0,0,2023-03-24
607,2064.13,ATM,New York,1538,0,1,0,2023-11-14
608,3643.33,POS,Los Angeles,398,0,2,0,2023-03-12
609,5034.67,POS,Houston,620,0,0,0,2023-10-29
610,6904.26,Online,Los Angeles,3358,0,4,0,2023-12-04
611,394.08,Online,Chicago,1585,0,3,0,2023-06-14
612,7994.3,Bank Transfer,Houston,1164,1,1,0,2023-03-20
613,6279.38,Online,Chicago,730,1,0,0,2023-09-07
614,818.51,Online,Houston,556,0,2,0,2023-10-21
615,8735.91,Online,Phoenix,1953,1,3,0,2023-01-01
616,9208.8,Online,Los Angeles,2829,1,3,0,2023-04-27
617,611.72,Bank Transfer,New York,1752,0,0,0,2023-10-09
618,2769.5,Online,Houston,2942,0,2,1,2023-01-27
619,8062.21,ATM,Houston,2658,0,1,0,2023-02-19
620,7482.85,ATM,Chicago,2796,1,0,0,2023-12-05
621,1846.03,ATM,Phoenix,2330,0,1,0,2023-05-21
622,2094.28,ATM,Chicago,2709,1,3,0,2023-05-31
623,3705.35,Online,Chicago,2972,0,1,0,2023-06-08
624,4845.75,ATM,Phoenix,996,1,2,0,2023-11-16
625,6182.93,Online,New York,1960,1,4,0,2023-04-28
626,3689.77,Bank Transfer,Chicago,1602,0,2,0,2023-11-08
627,4625.88,ATM,Chicago,2794,0,1,0,2023-02-04
628,7474.96,POS,Houston,1481,1,0,0,2023-01-07
629,367.8,ATM,Phoenix,2135,1,3,0,2023-06-08
630,2525.12,ATM,Los Angeles,1103,0,4,0,2023-04-07
631,7133.78,Online,New York,3277,0,0,0,2023-06-19
632,8952.17,ATM,New York,2839,1,0,0,2023-12-15
633,5117.26,POS,Phoenix,3409,0,2,0,2023-11-12
634,5321.6,Online,Houston,3326,1,1,0,2023-03-13
635,1072.61,Online,Houston,2352,0,2,0,2023-05-23
636,4474.68,Bank Transfer,Phoenix,1404,0,1,0,2023-08-07
637,5326.64,Bank Transfer,Houston,2178,0,2,0,2023-01-31
638,2425.46,ATM,New York,2644,1,0,0,2023-06-09
639,2693.16,Bank Transfer,New York,1300,0,3,0,2023-05-26
640,3773.46,Bank Transfer,Los Angeles,1723,1,1,0,2023-02-15
641,201.69,Bank Transfer,Phoenix,2606,0,4,0,2023-02-20
642,3221.47,Online,Chicago,899,1,4,0,2023-04-11
643,2115.27,Online,Chicago,1207,1,0,0,2023-10-16
644,3275.65,Online,Los Angeles,3340,0,2,0,2023-06-02
645,1198.5,Bank Transfer,Los Angeles,3394,1,2,0,2024-01-01
646,8905.38,Online,Houston,1536,1,0,0,2023-12-25
647,5936.33,Bank Transfer,Los Angeles,78,1,4,0,2023-06-08
648,6791.34,Online,Los Angeles,2832,1,4,0,2023-05-28
649,7891.92,Online,Chicago,3411,0,2,0,2023-11-16
650,4984.92,POS,Houston,2722,0,1,0,2023-03-16
651,870.12,ATM,Los Angeles,3628,0,3,0,2023-05-21
652,5371.53,Bank Transfer,Los Angeles,1533,1,1,0,2023-11-12
653,5868.82,POS,Houston,238,1,4,0,2023-10-12
654,7454.65,Online,Phoenix,1158,0,1,0,2023-03-08
655,4317.16,Bank Transfer,Houston,1997,0,3,0,2023-08-23
656,1276.68,Online,Chicago,1216,1,1,0,2023-11-11
657,2838.48,ATM,Phoenix,3428,0,1,0,2023-08-17
658,3631.46,POS,New York,278,0,1,0,2023-06-01
659,6459.53,ATM,Houston,3090,1,1,0,2023-06-11
660,5708.21,POS,Chicago,524,0,0,0,2023-09-01
661,3561.61,Online,Phoenix,180,1,4,0,2023-08-25
662,9865.17,ATM,Houston,123,0,3,0,2023-10-27
663,6058.14,ATM,Los Angeles,1270,1,4,0,2023-06-22
664,2373.03,Online,Houston,1758,1,0,0,2023-03-04
665,1018.72,ATM,New York,3445,1,0,0,2023-09-12
666,1529.44,Bank Transfer,Houston,3123,1,0,0,2023-11-10
667,2460.33,POS,Phoenix,1095,1,0,0,2023-10-02
668,1607.65,POS,Phoenix,480,0,1,0,2023-08-01
669,1866.48,POS,Houston,3632,0,4,0,2023-02-24
670,2851.67,Bank Transfer,Phoenix,3091,0,2,0,2023-06-02
671,1734.56,POS,Los Angeles,1798,1,3,0,2023-09-02
672,8967.76,Online,Houston,2132,0,0,0,2023-01-26
673,803.26,ATM,Los Angeles,3227,1,4,0,2023-09-22
674,5245.59,Bank Transfer,Los Angeles,2613,1,0,0,2023-07-23
675,4104.56,POS,Chicago,2667,0,0,0,2023-02-11
676,9823.8,Online,Houston,2405,1,0,0,2023-07-09
677,1121.28,ATM,Phoenix,816,0,0,0,2023-09-29
678,3979.16,ATM,Los Angeles,2695,1,0,0,2023-01-09
679,9694.73,Bank Transfer,Chicago,443,1,3,0,2023-10-08
680,8655.21,Bank Transfer,Houston,3141,0,4,0,2023-06-09
681,8170.9,Bank Transfer,Houston,2571,1,0,0,2023-08-24
682,2579.77,Online,New York,143,0,0,0,2023-03-20
683,1709.7,Online,New York,192,1,0,0,2023-10-13
684,6686.76,Bank Transfer,Los Angeles,1411,0,0,0,2023-11-27
685,9293.83,POS,New York,378,1,1,0,2023-05-31
686,5568.07,ATM,Los Angeles,2629,0,1,1,2023-05-25
687,5716.56,ATM,Phoenix,535,0,2,0,2023-06-17
688,2800.51,Online,Los Angeles,1717,1,0,0,2023-07-22
689,7695.16,ATM,New York,3365,0,2,0,2023-08-10
690,1871.25,POS,Phoenix,1033,1,3,0,2023-01-07
691,3237.47,ATM,New York,3343,1,2,0,2023-06-01
692,4254.94,Online,Los Angeles,1411,0,4,0,2023-09-23
693,5076.6,Online,Chicago,2141,0,1,0,2023-08-14
694,2424.85,POS,Houston,1990,0,1,0,2023-10-19
695,1149.25,POS,New York,2577,0,0,0,2023-03-29
696,6106.59,ATM,Los Angeles,1178,0,0,0,2023-12-26
697,2887.02,ATM,Phoenix,405,1,3,0,2023-10-01
698,5812.8,Online,New York,2888,0,3,0,2023-08-31
699,1544.47,POS,New York,1173,1,4,0,2023-06-30
700,4811.92,POS,Houston,889,0,0,0,2023-10-16
701,5326.36,POS,Los Angeles,3339,0,0,0,2023-01-02
702,519.18,ATM,Chicago,422,0,3,0,2023-09-25
703,3366.71,POS,Phoenix,1642,1,3,0,2023-07-20
704,1345.01,Online,Los Angeles,472,0,3,0,2023-11-14
705,634.69,Online,Phoenix,2941,1,1,0,2023-01-17
706,9899.61,ATM,New York,547,1,2,0,2023-11-13
707,3224.22,Bank Transfer,Houston,631,1,2,0,2023-12-08
708,8098.93,ATM,Houston,3598,0,0,0,2023-01-23
709,2547.15,Bank Transfer,Chicago,3575,1,1,0,2023-03-17
710,6815.35,POS,Houston,1038,0,3,0,2023-01-18
711,7602.52,ATM,New York,2826,1,0,0,2023-08-22
712,5956.79,Online,Chicago,1830,0,1,0,2023-11-11
713,4716.29,POS,Los Angeles,364,1,4,0,2023-04-21
714,4119.0,Online,Houston,2167,0,1,0,2023-01-18
715,3489.33,POS,Chicago,3310,0,0,0,2023-08-29
716,9295.36,ATM,New York,546,0,2,0,2023-01-12
717,8306.36,Bank Transfer,Phoenix,3241,1,3,1,2023-02-18
718,9650.3,POS,Phoenix,2570,1,4,0,2023-01-03
719,1243.85,Bank Transfer,New York,634,0,1,0,2023-05-23
720,7308.94,POS,New York,1937,1,0,0,2023-08-16
721,9383.47,Online,Phoenix,1681,1,0,0,2023-11-27
722,1813.15,Online,Chicago,963,1,3,0,2023-06-21
723,665.9,POS,Phoenix,3006,1,0,0,2023-02-11
724,7411.47,Bank Transfer,New York,883,1,0,0,2023-08-25
725,5745.16,ATM,Houston,2828,1,3,0,2023-11-25
726,8418.45,ATM,Los Angeles,871,1,4,0,2023-09-12
727,1398.58,Online,Houston,516,0,2,0,2023-07-04
728,7952.88,ATM,Houston,2986,0,2,0,2023-04-27
729,2017.07,Online,New York,1421,1,1,0,2023-02-19
730,1637.4,ATM,Phoenix,866,0,4,0,2023-01-24
731,1643.49,POS,Chicago,2154,0,1,1,2023-11-08
732,8145.93,Online,Houston,1109,0,2,0,2023-06-10
733,6652.31,Online,Phoenix,214,1,3,0,2023-12-18
734,5231.13,POS,Chicago,3193,1,0,0,2023-01-25
735,3588.95,Online,Houston,3204,1,2,0,2023-08-05
736,8772.13,ATM,Chicago,2898,1,4,0,2023-09-05
737,3925.06,ATM,Phoenix,2245,1,2,1,2023-09-04
738,8166.18,Online,Los Angeles,19,0,4,0,2023-07-28
739,4391.91,ATM,Phoenix,642,1,4,0,2023-11-28
740,3770.07,Bank Transfer,New York,3084,0,4,0,2023-09-02
741,4627.34,Online,Chicago,1105,1,1,0,2023-08-09
742,3014.48,POS,Los Angeles,330,0,3,0,2023-09-02
743,7476.35,Bank Transfer,Chicago,866,1,2,0,2023-07-02
744,5027.7,Online,Chicago,774,1,3,1,2023-12-21
745,2322.89,POS,Houston,392,1,0,0,2023-09-05
746,8995.85,ATM,New York,637,1,2,0,2023-05-08
747,3839.53,POS,Chicago,2355,1,3,0,2023-04-05
748,5435.99,Bank Transfer,Phoenix,3339,1,3,0,2023-12-28
749,9064.81,ATM,Phoenix,3519,0,0,0,2023-06-12
750,6242.76,Online,Houston,3513,1,4,0,2023-07-10
751,1169.86,ATM,New York,2943,0,2,0,2023-09-28
752,9398.38,Online,New York,2700,1,2,0,2023-09-26
753,6277.45,Online,Phoenix,2889,0,0,0,2023-11-15
754,3349.72,POS,Los Angeles,1026,0,4,0,2023-09-11
755,1393.58,POS,Houston,2568,0,2,0,2023-02-16
756,7940.46,POS,Houston,1675,0,2,0,2023-06-07
757,6201.11,Bank Transfer,Phoenix,2684,0,2,0,2023-08-30
758,5335.08,Bank Transfer,Phoenix,3381,0,4,0,2023-01-16
759,8939.03,POS,Los Angeles,740,1,0,0,2023-04-03
760,7886.18,Bank Transfer,Los Angeles,1546,0,2,0,2023-05-17
761,1517.6,ATM,New York,469,1,3,0,2023-09-29
762,3117.91,ATM,Houston,2260,1,4,0,2023-05-16
763,2485.64,Bank Transfer,Houston,1136,0,1,0,2023-10-17
764,7439.72,Bank Transfer,Phoenix,1032,0,0,0,2023-07-29
765,336.29,ATM,New York,2852,1,3,0,2023-04-08
766,5699.33,Online,Houston,2525,0,2,0,2023-10-19
767,7624.82,ATM,New York,874,0,1,0,2023-08-08
768,8767.78,ATM,New York,460,0,0,0,2023-03-25
769,3421.48,Bank Transfer,Phoenix,2301,0,4,0,2023-11-22
770,8212.75,ATM,New York,1550,0,1,0,2023-11-09
771,1107.21,Bank Transfer,Los Angeles,752,0,1,0,2023-12-08
772,8464.68,Bank Transfer,Los Angeles,1462,0,3,0,2023-11-19
773,1275.76,POS,Chicago,1778,1,0,0,2023-10-11
774,3973.48,ATM,Phoenix,3029,0,3,0,2023-03-04
775,7973.16,Online,Chicago,854,1,3,0,2023-05-06
776,1500.02,POS,Los Angeles,2284,1,2,1,2023-02-15
777,2293.28,Bank Transfer,Chicago,1330,1,4,0,2023-10-18
778,7222.8,Bank Transfer,Phoenix,478,1,1,0,2023-08-26
779,7200.65,Online,Phoenix,2727,0,0,0,2023-01-06
780,6411.84,Bank Transfer,New York,3092,1,4,0,2023-04-19
781,6939.79,ATM,Houston,2264,1,4,0,2023-07-28
782,5427.7,POS,New York,2903,1,0,0,2023-12-17
783,2518.74,Bank Transfer,Phoenix,135,1,4,0,2023-08-14
784,3457.61,Bank Transfer,Los Angeles,2953,1,2,0,2023-02-12
785,1816.8,Online,Los Angeles,1153,0,4,0,2023-10-10
786,9084.6,ATM,New York,410,0,2,0,2023-03-16
787,5834.33,Bank Transfer,Phoenix,1446,1,1,0,2023-07-27
788,4009.11,Online,Los Angeles,1318,0,1,0,2023-02-24
789,4620.6,Bank Transfer,Phoenix,1270,0,3,0,2023-11-27
790,9472.89,Online,Los Angeles,1580,1,2,0,2023-12-02
791,1534.36,Online,Phoenix,86,1,1,0,2023-06-21
792,5862.71,ATM,Chicago,2604,1,4,0,2023-02-05
793,5059.38,Bank Transfer,Phoenix,1866,0,0,0,2023-01-15
794,6114.93,ATM,Phoenix,3447,1,0,0,2023-07-07
795,182.08,Online,New York,1470,0,2,0,2023-05-14
796,8721.37,POS,Chicago,378,0,3,0,2023-12-05
797,9321.25,Bank Transfer,Houston,3462,0,4,0,2023-02-23
798,5651.77,POS,New York,1681,1,2,0,2023-03-14
799,6966.81,Bank Transfer,Houston,1075,0,0,0,2023-02-20
800,9225.07,ATM,Los Angeles,242,1,2,0,2023-05-23
801,7072.68,ATM,Houston,3366,1,4,0,2023-08-16
802,1526.24,ATM,Phoenix,920,1,1,0,2023-03-02
803,5763.31,ATM,Houston,1587,1,4,0,2023-08-31
804,6067.54,ATM,New York,2314,1,1,0,2023-09-14
805,4241.88,POS,New York,3192,0,1,0,2023-05-24
806,7364.71,ATM,Houston,2760,0,1,1,2023-10-16
807,9343.74,Online,New York,1272,0,2,0,2023-04-10
808,9255.76,Online,New York,70,0,0,0,2023-04-06
809,4508.94,POS,Houston,2105,0,2,0,2023-04-29
810,1133.27,Bank Transfer,Chicago,1406,1,0,0,2023-12-11
811,9848.43,Online,Chicago,2087,1,4,0,2023-05-02
812,8389.14,Bank Transfer,Los Angeles,2008,0,3,0,2023-10-07
813,1247.5,POS,New York,801,0,4,0,2023-10-03
814,9208.5,Bank Transfer,Houston,3515,0,2,1,2023-07-19
815,8699.09,Bank Transfer,New York,1042,1,2,0,2023-10-17
816,5188.86,Bank Transfer,Phoenix,2780,1,0,0,2023-06-24
817,5913.16,Bank Transfer,New York,825,1,2,0,2023-05-01
818,3990.63,POS,New York,756,0,1,1,2023-03-10
819,548.56,Online,Chicago,2400,0,2,0,2023-10-25
820,3352.64,ATM,Houston,1996,0,0,0,2023-01-11
821,8028.73,Bank Transfer,New York,1840,0,0,0,2023-02-09
822,47.32,Online,Chicago,1322,1,1,0,2023-02-05
823,3335.66,Online,Los Angeles,2331,0,0,0,2023-02-04
824,3982.29,POS,Chicago,1610,0,3,0,2023-06-19
825,5374.42,Online,Chicago,110,0,4,0,2023-06-29
826,9198.64,POS,Chicago,1017,1,2,0,2023-04-13
827,3464.11,Bank Transfer,New York,3252,1,3,0,2023-11-03
828,3470.19,Bank Transfer,New York,1962,0,2,0,2023-07-27
829,7375.27,ATM,Los Angeles,2592,1,3,0,2023-12-10
830,4522.73,ATM,Phoenix,1770,1,2,0,2023-01-13
831,2246.82,ATM,Phoenix,25,1,1,1,2023-04-20
832,4524.94,Online,Phoenix,843,1,0,0,2023-06-18
833,1409.43,Bank Transfer,Los Angeles,2839,1,0,0,2023-03-24
834,1764.69,POS,Phoenix,738,0,1,0,2023-09-23
835,4984.18,ATM,Phoenix,2105,0,3,0,2023-03-13
836,4189.84,POS,Chicago,180,0,4,0,2023-05-11
837,9148.54,POS,New York,232,1,3,0,2023-02-09
838,3624.58,ATM,New York,1918,1,0,0,2023-08-11
839,5806.3,Bank Transfer,Chicago,343,1,4,0,2023-02-04
840,6323.01,ATM,Chicago,477,1,2,0,2023-05-13
841,131.93,POS,Chicago,1823,0,4,0,2023-07-26
842,6635.71,ATM,New York,2624,0,3,0,2023-09-07
843,1781.18,POS,Phoenix,455,0,1,0,2023-08-14
844,9610.74,POS,Chicago,1256,0,2,0,2023-06-10
845,1487.48,ATM,Los Angeles,289,0,3,0,2023-09-21
846,4146.83,Online,Chicago,1237,0,2,0,2023-09-10
847,854.41,ATM,Houston,2306,1,4,0,2023-09-20
848,9968.75,Online,Chicago,530,1,0,0,2023-11-15
849,5022.45,POS,New York,2735,0,3,0,2023-03-14
850,5954.25,POS,Chicago,2977,1,1,0,2023-02-07
851,671.7,Online,Houston,2277,0,4,0,2023-11-13
852,7499.85,POS,Los Angeles,3298,0,3,0,2023-10-12
853,2099.85,Online,Phoenix,596,1,1,1,2023-07-10
854,8980.64,Online,Chicago,435,0,3,0,2023-11-21
855,2052.19,POS,Houston,882,0,4,0,2023-01-27
856,1907.69,Bank Transfer,Houston,3069,0,3,0,2023-07-15
857,366.46,Online,Los Angeles,1782,1,2,0,2023-09-29
858,4721.2,ATM,New York,402,1,4,0,2023-04-12
859,5648.85,ATM,Chicago,2670,1,3,0,2023-02-04
860,658.02,POS,Houston,2136,1,0,0,2023-02-10
861,7755.5,Bank Transfer,Los Angeles,2632,0,3,0,2023-11-30
862,4533.44,POS,Phoenix,1566,1,2,0,2023-07-03
863,5244.38,Bank Transfer,Houston,309,1,1,0,2023-06-09
864,4408.19,Online,Los Angeles,2954,1,1,0,2023-11-03
